cidade,ano,estado,regiao,taxa_deposito,pib,pib_percapita,saude,saude_percapita,endividamento,idade_media,populacao,spread,id
Oman,7/1/03 0:00,Middle East,,2,$21.54B,$9.2K,3,$0.0B,8,74,"2,335,967",6,766
United Arab Emirates,7/1/03 0:00,Middle East,,,$124.35B,$36.6K,3,$0.0B,,75,"3,400,959",,767
Saudi Arabia,7/1/03 0:00,Middle East,,,$214.57B,$9.6K,4,$0.0B,,72,"22,334,371",,768
Bahrain,7/1/03 0:00,Middle East,,1,$9.75B,$15.1K,4,$0.0B,8,74,"647,164",7,769
Qatar,7/1/03 0:00,Middle East,,,$23.53B,$36.0K,4,$0.0B,,77,"653,500",,770
"Iran, Islamic Rep.",7/1/03 0:00,Middle East,,12,$135.41B,$2.0K,5,$0.0B,,71,"68,061,695",,771
Syrian Arab Republic,7/1/03 0:00,Middle East,,7,$21.83B,$1.2K,5,$0.0B,8,75,"17,490,104",1,772
"Yemen, Rep.",7/1/03 0:00,Middle East,,13,$11.78B,$0.6K,6,$0.0B,18,62,"19,419,710",5,773
Israel,7/1/03 0:00,Middle East,,7,$118.67B,$17.7K,8,$0.0B,11,80,"6,689,700",4,774
Lebanon,7/1/03 0:00,Middle East,,9,$20.08B,$5.1K,9,$0.0B,13,71,"3,935,421",4,775
Jordan,7/1/03 0:00,Middle East,,3,$10.20B,$2.0K,9,$0.0B,9,72,"5,164,000",6,776
American Samoa,7/1/03 0:00,Oceania,,,,,,,,,"60,774",,777
French Polynesia,7/1/03 0:00,Oceania,,,,,,,,73,"248,357",,778
Guam,7/1/03 0:00,Oceania,,,,,,,,75,"163,121",,779
New Caledonia,7/1/03 0:00,Oceania,,,,,,,,75,"225,735",,780
Papua New Guinea,7/1/03 0:00,Oceania,,4,$3.54B,$0.6K,4,$0.0B,13,60,"5,803,029",9,781
Solomon Islands,7/1/03 0:00,Oceania,,1,$0.33B,$0.7K,4,$0.0B,15,65,"444,344",14,782
Fiji,7/1/03 0:00,Oceania,,2,$2.32B,$2.8K,4,$0.0B,8,68,"817,339",6,783
Vanuatu,7/1/03 0:00,Oceania,,1,$0.31B,$1.6K,4,$0.0B,6,69,"199,968",5,784
Samoa,7/1/03 0:00,Oceania,,5,$0.30B,$1.7K,5,$0.0B,11,70,"179,141",6,785
Tonga,7/1/03 0:00,Oceania,,5,$0.21B,$2.1K,5,$0.0B,11,71,"99,659",6,786
New Zealand,7/1/03 0:00,Oceania,,5,$86.74B,$21.5K,8,$0.0B,7,79,"4,027,200",2,787
Australia,7/1/03 0:00,Oceania,,4,$468.41B,$23.5K,8,$0.0B,8,80,"19,895,400",4,788
Kiribati,7/1/03 0:00,Oceania,,,$0.09B,$1.1K,10,$0.0B,,,"88,776",,789
"Micronesia, Fed. Sts.",7/1/03 0:00,Oceania,,1,$0.25B,$2.3K,10,$0.0B,15,68,"108,325",14,790
Marshall Islands,7/1/03 0:00,Oceania,,,$0.13B,$2.4K,14,$0.0B,,,"51,992",,791
Cayman Islands,7/1/03 0:00,The Americas,Caribbean,,,,,,,,"47,815",,792
Curacao,7/1/03 0:00,The Americas,Caribbean,,,,,,,,"130,006",,793
Sint Maarten (Dutch part),7/1/03 0:00,The Americas,Caribbean,,,,,,,,"33,791",,794
St. Martin (French part),7/1/03 0:00,The Americas,Caribbean,,,,,,,,"27,363",,795
Turks and Caicos Islands,7/1/03 0:00,The Americas,Caribbean,,,,,,,,"25,625",,796
Aruba,7/1/03 0:00,The Americas,Caribbean,5,,,,,12,74,"96,875",7,797
Puerto Rico,7/1/03 0:00,The Americas,Caribbean,,$74.83B,$19.6K,,,,78,"3,826,095",,798
Virgin Islands (U.S.),7/1/03 0:00,The Americas,Caribbean,,,,,,,78,"109,148",,799
Antigua and Barbuda,7/1/03 0:00,The Americas,Caribbean,5,$0.87B,$10.6K,5,$0.0B,13,,"81,716",8,800
Haiti,7/1/03 0:00,The Americas,Caribbean,17,$2.83B,$0.3K,5,$0.0B,44,59,"9,075,399",27,801
Trinidad and Tobago,7/1/03 0:00,The Americas,Caribbean,3,$11.24B,$8.6K,5,$0.0B,11,68,"1,306,065",8,802
Jamaica,7/1/03 0:00,The Americas,Caribbean,8,$9.40B,$3.6K,5,$0.0B,19,71,"2,625,700",11,803
Dominica,7/1/03 0:00,The Americas,Caribbean,4,$0.35B,$5.0K,6,$0.0B,12,,"69,200",8,804
St. Kitts and Nevis,7/1/03 0:00,The Americas,Caribbean,4,$0.43B,$9.3K,6,$0.0B,12,,"46,710",8,805
St. Vincent and the Grenadines,7/1/03 0:00,The Americas,Caribbean,5,$0.48B,$4.5K,6,$0.0B,12,71,"108,354",7,806
Dominican Republic,7/1/03 0:00,The Americas,Caribbean,20,$21.27B,$2.4K,6,$0.0B,31,72,"8,995,398",11,807
"Bahamas, The",7/1/03 0:00,The Americas,Caribbean,4,$6.95B,$22.4K,6,$0.0B,6,73,"310,201",2,808
Grenada,7/1/03 0:00,The Americas,Caribbean,3,$0.59B,$5.8K,6,$0.0B,12,74,"102,195",9,809
St. Lucia,7/1/03 0:00,The Americas,Caribbean,5,$0.76B,$4.7K,6,$0.0B,15,74,"160,620",10,810
Cuba,7/1/03 0:00,The Americas,Caribbean,,$35.90B,$3.2K,6,$0.0B,,77,"11,208,029",,811
Barbados,7/1/03 0:00,The Americas,Caribbean,3,$2.69B,$10.0K,7,$0.0B,9,76,"269,389",6,812
Belize,7/1/03 0:00,The Americas,Central America,7,$0.99B,$3.6K,4,$0.0B,14,74,"273,700",7,813
Guatemala,7/1/03 0:00,The Americas,Central America,5,$21.92B,$1.8K,6,$0.0B,15,69,"12,098,576",10,814
Honduras,7/1/03 0:00,The Americas,Central America,11,$8.23B,$1.2K,6,$0.0B,21,71,"6,609,337",10,815
Mexico,7/1/03 0:00,The Americas,Central America,3,$700.32B,$6.7K,6,$0.0B,7,75,"103,902,569",4,816
El Salvador,7/1/03 0:00,The Americas,Central America,,$15.05B,$2.5K,7,$0.0B,,70,"6,008,523",,817
Nicaragua,7/1/03 0:00,The Americas,Central America,6,$4.10B,$0.8K,8,$0.0B,16,71,"5,288,271",10,818
Panama,7/1/03 0:00,The Americas,Central America,4,$12.93B,$4.1K,8,$0.0B,10,75,"3,125,565",6,819
Costa Rica,7/1/03 0:00,The Americas,Central America,10,$17.52B,$4.2K,8,$0.0B,26,78,"4,160,438",16,820
Bermuda,7/1/03 0:00,The Americas,North America,,$4.19B,$66.5K,,,,,"63,000",,821
Greenland,7/1/03 0:00,The Americas,North America,,$1.43B,$25.1K,,,,,"56,765",,822
Canada,7/1/03 0:00,The Americas,North America,1,$865.87B,$27.3K,11,$0.0B,5,80,"31,676,000",4,823
United States,7/1/03 0:00,The Americas,North America,,"$11,089.30B",$38.2K,15,$0.0B,4,77,"290,107,933",,824
Guyana,7/1/03 0:00,The Americas,South America,3,$0.74B,$1.0K,5,$0.0B,15,66,"740,925",12,825
Peru,7/1/03 0:00,The Americas,South America,3,$61.35B,$2.3K,5,$0.0B,21,72,"26,916,342",18,826
Ecuador,7/1/03 0:00,The Americas,South America,6,$28.41B,$2.2K,5,$0.0B,14,74,"12,987,992",8,827
Bolivia,7/1/03 0:00,The Americas,South America,11,$8.08B,$0.9K,6,$0.0B,18,64,"8,815,911",7,828
"Venezuela, RB",7/1/03 0:00,The Americas,South America,17,$83.62B,$3.3K,6,$0.0B,25,73,"25,674,000",8,829
Suriname,7/1/03 0:00,The Americas,South America,8,$1.27B,$2.6K,7,$0.0B,21,68,"486,800",13,830
Paraguay,7/1/03 0:00,The Americas,South America,16,$5.55B,$1.0K,7,$0.0B,50,71,"5,675,754",34,831
Brazil,7/1/03 0:00,The Americas,South America,22,$552.47B,$3.0K,7,$0.0B,67,71,"181,633,074",45,832
Colombia,7/1/03 0:00,The Americas,South America,8,$94.92B,$2.3K,7,$0.0B,15,72,"41,731,914",7,833
Chile,7/1/03 0:00,The Americas,South America,3,$73.99B,$4.6K,7,$0.0B,6,78,"15,959,793",3,834
Argentina,7/1/03 0:00,The Americas,South America,10,$129.60B,$3.4K,8,$0.0B,19,74,"38,001,251",9,835
Uruguay,7/1/03 0:00,The Americas,South America,30,$12.05B,$3.6K,10,$0.0B,59,75,"3,303,540",29,836
Zimbabwe,7/1/04 0:00,Centro Oeste,Brasilia,103,$5.81B,$0.5K,,,279,43,"12,597,877",176,837
Somalia,7/1/04 0:00,Centro Oeste,Brasilia,,,,,,,50,"8,170,899",,838
Comoros,7/1/04 0:00,Centro Oeste,Brasilia,4,$0.36B,$0.6K,3,$0.0B,11,59,"625,876",7,839
Kenya,7/1/04 0:00,Centro Oeste,Brasilia,2,$16.10B,$0.5K,4,$0.0B,13,52,"34,702,176",11,840
Tanzania,7/1/04 0:00,Centro Oeste,Brasilia,4,$12.83B,$0.3K,4,$0.0B,14,53,"37,786,946",10,841
Ethiopia,7/1/04 0:00,Centro Oeste,Brasilia,3,$10.05B,$0.1K,4,$0.0B,7,54,"72,526,620",4,842
Eritrea,7/1/04 0:00,Centro Oeste,Brasilia,,$1.11B,$0.3K,4,$0.0B,,58,"4,318,343",,843
Madagascar,7/1/04 0:00,Centro Oeste,Brasilia,15,$4.36B,$0.3K,4,$0.0B,26,63,"17,357,913",11,844
Mauritius,7/1/04 0:00,Centro Oeste,Brasilia,8,$6.39B,$5.2K,4,$0.0B,21,72,"1,233,386",13,845
Mozambique,7/1/04 0:00,Centro Oeste,Brasilia,10,$5.70B,$0.3K,5,$0.0B,22,48,"20,246,287",12,846
Djibouti,7/1/04 0:00,Centro Oeste,Brasilia,1,$0.67B,$0.8K,5,$0.0B,11,55,"793,738",10,847
Seychelles,7/1/04 0:00,Centro Oeste,Brasilia,4,$0.70B,$8.5K,6,$0.0B,10,73,"82,500",6,848
Zambia,7/1/04 0:00,Centro Oeste,Brasilia,12,$5.44B,$0.5K,7,$0.0B,31,44,"11,192,422",19,849
Uganda,7/1/04 0:00,Centro Oeste,Brasilia,8,$7.94B,$0.3K,7,$0.0B,21,49,"27,521,632",13,850
Rwanda,7/1/04 0:00,Centro Oeste,Brasilia,9,$2.09B,$0.2K,7,$0.0B,16,51,"9,009,655",7,851
Malawi,7/1/04 0:00,Centro Oeste,Brasilia,14,$2.63B,$0.2K,8,$0.0B,37,48,"12,472,794",23,852
Burundi,7/1/04 0:00,Centro Oeste,Brasilia,,$0.90B,$0.1K,10,$0.0B,18,47,"7,039,534",,853
Angola,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,15,$19.78B,$1.2K,2,$0.0B,82,48,"15,957,460",67,854
Equatorial Guinea,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,5,$5.24B,$8.9K,2,$0.0B,18,49,"589,794",13,855
"Congo, Rep.",7/1/04 0:00,Centro Oeste,Middle Centro Oeste,5,$4.65B,$1.3K,3,$0.0B,18,55,"3,445,765",13,856
Gabon,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,5,$7.18B,$5.3K,3,$0.0B,,60,"1,344,171",,857
Central Centro Oesten Republic,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,5,$1.27B,$0.3K,4,$0.0B,18,44,"3,952,281",13,858
"Congo, Dem. Rep.",7/1/04 0:00,Centro Oeste,Middle Centro Oeste,,$6.51B,$0.1K,5,$0.0B,,47,"55,754,885",,859
Cameroon,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,5,$15.78B,$0.9K,5,$0.0B,18,49,"17,165,267",13,860
Chad,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,5,$4.41B,$0.5K,6,$0.0B,18,48,"9,474,792",13,861
Sao Tome and Principe,7/1/04 0:00,Centro Oeste,Middle Centro Oeste,11,$0.11B,$0.7K,13,$0.0B,30,63,"150,311",19,862
South Sudan,7/1/04 0:00,Centro Oeste,Northern Centro Oeste,,,,,,,,"7,401,951",,863
Libya,7/1/04 0:00,Centro Oeste,Northern Centro Oeste,2,$33.38B,$5.9K,3,$0.0B,6,73,"5,652,797",4,864
Sudan,7/1/04 0:00,Centro Oeste,Northern Centro Oeste,,$21.68B,$0.6K,4,$0.0B,,59,"30,101,696",,865
Algeria,7/1/04 0:00,Centro Oeste,Northern Centro Oeste,4,$85.01B,$2.6K,4,$0.0B,8,71,"32,396,048",4,866
Morocco,7/1/04 0:00,Centro Oeste,Northern Centro Oeste,4,$56.95B,$1.9K,5,$0.0B,12,70,"30,082,152",8,867
"Egypt, Arab Rep.",7/1/04 0:00,Centro Oeste,Northern Centro Oeste,8,$78.85B,$1.1K,5,$0.0B,13,71,"72,844,998",5,868
Tunisia,7/1/04 0:00,Centro Oeste,Northern Centro Oeste,,$31.18B,$3.1K,6,$0.0B,,73,"9,932,400",,869
Namibia,7/1/04 0:00,Centro Oeste,Southern Centro Oeste,6,$6.61B,$3.2K,6,$0.0B,11,58,"2,043,339",5,870
Lesotho,7/1/04 0:00,Centro Oeste,Southern Centro Oeste,4,$1.23B,$0.6K,7,$0.0B,12,44,"2,047,006",8,871
Swaziland,7/1/04 0:00,Centro Oeste,Southern Centro Oeste,5,$2.42B,$2.4K,7,$0.0B,11,46,"1,016,094",6,872
Botswana,7/1/04 0:00,Centro Oeste,Southern Centro Oeste,10,$10.05B,$5.4K,8,$0.0B,16,50,"1,852,243",6,873
South Centro Oeste,7/1/04 0:00,Centro Oeste,Southern Centro Oeste,7,$219.09B,$4.7K,9,$0.0B,11,51,"46,664,771",4,874
Cote d'Ivoire,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$15.48B,$0.9K,4,$0.0B,,51,"17,731,840",,875
Niger,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$3.05B,$0.2K,4,$0.0B,,51,"12,546,945",,876
Mauritania,7/1/04 0:00,Centro Oeste,Western Centro Oeste,8,$1.83B,$0.6K,4,$0.0B,21,57,"2,964,526",13,877
Guinea,7/1/04 0:00,Centro Oeste,Western Centro Oeste,9,$3.67B,$0.4K,5,$0.0B,,51,"8,889,321",,878
Benin,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$4.05B,$0.5K,5,$0.0B,,54,"7,397,985",,879
Cape Verde,7/1/04 0:00,Centro Oeste,Western Centro Oeste,3,$0.92B,$2.0K,5,$0.0B,13,72,"466,784",10,880
Guinea-Bissau,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$0.52B,$0.4K,6,$0.0B,,46,"1,340,814",,881
Mali,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$4.87B,$0.4K,6,$0.0B,,49,"12,772,264",,882
Burkina Faso,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$5.11B,$0.4K,6,$0.0B,,52,"13,789,736",,883
Togo,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$1.94B,$0.4K,6,$0.0B,,55,"5,288,273",,884
"Gambia, The",7/1/04 0:00,Centro Oeste,Western Centro Oeste,22,$0.58B,$0.4K,6,$0.0B,37,56,"1,460,493",15,885
Senegal,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$8.03B,$0.8K,6,$0.0B,,57,"10,581,316",,886
Ghana,7/1/04 0:00,Centro Oeste,Western Centro Oeste,14,$8.87B,$0.4K,6,$0.0B,,60,"21,119,911",,887
Nigeria,7/1/04 0:00,Centro Oeste,Western Centro Oeste,14,$87.85B,$0.6K,7,$0.0B,19,48,"136,399,438",5,888
Liberia,7/1/04 0:00,Centro Oeste,Western Centro Oeste,4,$0.47B,$0.2K,9,$0.0B,18,51,"3,092,721",14,889
Sierra Leone,7/1/04 0:00,Centro Oeste,Western Centro Oeste,10,$1.10B,$0.2K,14,$0.0B,22,43,"4,952,134",12,890
"Korea, Dem. Rep.",7/1/04 0:00,Asia,,,,,,,,68,"23,597,383",,891
"Macao SAR, China",7/1/04 0:00,Asia,,0,$10.26B,$21.8K,,,6,79,"470,127",6,892
"Hong Kong SAR, China",7/1/04 0:00,Asia,,0,$165.89B,$24.5K,,,5,82,"6,783,500",5,893
Myanmar,7/1/04 0:00,Asia,,10,,,2,$0.0B,15,63,"46,070,248",5,894
Indonesia,7/1/04 0:00,Asia,,6,$256.84B,$1.1K,2,$0.0B,14,67,"224,606,531",8,895
Pakistan,7/1/04 0:00,Asia,,2,$97.98B,$0.6K,3,$0.0B,7,64,"155,860,066",5,896
Bangladesh,7/1/04 0:00,Asia,,7,$56.56B,$0.4K,3,$0.0B,15,67,"138,633,401",8,897
Brunei Darussalam,7/1/04 0:00,Asia,,1,$7.87B,$22.1K,3,$0.0B,6,77,"355,943",5,898
Singapore,7/1/04 0:00,Asia,,0,$109.34B,$26.2K,3,$0.0B,5,79,"4,166,700",5,899
India,7/1/04 0:00,Asia,,,$721.59B,$0.6K,4,$0.0B,11,63,"1,122,991,192",,900
Turkmenistan,7/1/04 0:00,Asia,,,$6.84B,$1.5K,4,$0.0B,,64,"4,696,771",,901
Bhutan,7/1/04 0:00,Asia,,5,$0.69B,$1.1K,4,$0.0B,15,64,"642,400",10,902
Lao PDR,7/1/04 0:00,Asia,,8,$2.37B,$0.4K,4,$0.0B,29,64,"5,667,055",21,903
Tajikistan,7/1/04 0:00,Asia,,10,$2.08B,$0.3K,4,$0.0B,20,65,"6,391,120",10,904
Kazakhstan,7/1/04 0:00,Asia,,,$43.15B,$2.9K,4,$0.0B,,66,"15,012,984",,905
Philippines,7/1/04 0:00,Asia,,6,$91.37B,$1.1K,4,$0.0B,10,67,"83,936,698",4,906
Thailand,7/1/04 0:00,Asia,,1,$161.34B,$2.4K,4,$0.0B,6,73,"66,060,383",5,907
Malaysia,7/1/04 0:00,Asia,,3,$124.75B,$4.9K,4,$0.0B,6,73,"25,590,453",3,908
Sri Lanka,7/1/04 0:00,Asia,,5,$20.66B,$1.1K,4,$0.0B,9,74,"19,435,000",4,909
Mongolia,7/1/04 0:00,Asia,,14,$1.99B,$0.8K,5,$0.0B,31,65,"2,514,462",17,910
Uzbekistan,7/1/04 0:00,Asia,,,$12.03B,$0.5K,5,$0.0B,,67,"25,864,400",,911
China,7/1/04 0:00,Asia,,2,"$1,931.64B",$1.5K,5,$0.0B,6,72,"1,296,075,000",4,912
"Korea, Rep.",7/1/04 0:00,Asia,,4,$721.98B,$15.0K,5,$0.0B,6,78,"48,039,000",2,913
Nepal,7/1/04 0:00,Asia,,3,$7.27B,$0.3K,6,$0.0B,9,65,"26,717,875",6,914
Kyrgyz Republic,7/1/04 0:00,Asia,,7,$2.21B,$0.4K,6,$0.0B,29,68,"5,104,700",22,915
Armenia,7/1/04 0:00,Asia,,5,$3.58B,$1.2K,6,$0.0B,19,73,"3,062,612",14,916
Vietnam,7/1/04 0:00,Asia,,6,$45.43B,$0.6K,6,$0.0B,10,73,"81,437,700",4,917
Cambodia,7/1/04 0:00,Asia,,2,$5.34B,$0.4K,7,$0.0B,,59,"13,193,961",,918
Azerbaijan,7/1/04 0:00,Asia,,9,$8.68B,$1.0K,8,$0.0B,16,68,"8,306,500",7,919
Maldives,7/1/04 0:00,Asia,,7,$1.06B,$3.6K,8,$0.0B,13,74,"290,988",6,920
Japan,7/1/04 0:00,Asia,,0,"$4,655.80B",$36.4K,8,$0.0B,2,82,"127,761,000",2,921
Afghanistan,7/1/04 0:00,Asia,,,$5.70B,$0.2K,9,$0.0B,,46,"29,068,646",,922
Georgia,7/1/04 0:00,Asia,,7,$5.13B,$1.2K,9,$0.0B,31,72,"4,318,300",24,923
Timor-Leste,7/1/04 0:00,Asia,,1,$0.31B,$0.3K,13,$0.0B,16,59,"974,024",15,924
Estonia,7/1/04 0:00,Europe,European Union,2,$12.03B,$8.9K,5,$0.0B,6,72,"1,349,290",4,925
Romania,7/1/04 0:00,Europe,European Union,12,$75.49B,$3.5K,5,$0.0B,26,72,"21,684,890",14,926
Lithuania,7/1/04 0:00,Europe,European Union,1,$22.55B,$6.6K,6,$0.0B,6,72,"3,435,591",5,927
Latvia,7/1/04 0:00,Europe,European Union,3,$13.76B,$6.0K,6,$0.0B,7,72,"2,312,819",4,928
Poland,7/1/04 0:00,Europe,European Union,4,$252.77B,$6.6K,6,$0.0B,8,75,"38,182,222",4,929
Cyprus,7/1/04 0:00,Europe,European Union,4,$15.82B,$21.4K,6,$0.0B,8,78,"1,015,806",4,930
Bulgaria,7/1/04 0:00,Europe,European Union,3,$25.28B,$3.2K,7,$0.0B,9,73,"7,781,161",6,931
Slovak Republic,7/1/04 0:00,Europe,European Union,4,$56.07B,$10.4K,7,$0.0B,9,74,"5,382,438",5,932
Czech Republic,7/1/04 0:00,Europe,European Union,1,$113.98B,$11.2K,7,$0.0B,6,76,"10,216,016",5,933
Hungary,7/1/04 0:00,Europe,European Union,9,$101.93B,$10.1K,8,$0.0B,13,73,"10,107,146",4,934
Slovenia,7/1/04 0:00,Europe,European Union,4,$33.84B,$16.9K,8,$0.0B,9,77,"1,997,012",5,935
Ireland,7/1/04 0:00,Europe,European Union,0,$186.95B,$45.9K,8,$0.0B,3,78,"4,070,262",3,936
Luxembourg,7/1/04 0:00,Europe,European Union,,$34.09B,$74.4K,8,$0.0B,,79,"458,095",,937
United Kingdom,7/1/04 0:00,Europe,European Union,,"$2,201.42B",$36.8K,8,$0.0B,4,79,"59,867,866",,938
Finland,7/1/04 0:00,Europe,European Union,1,$189.06B,$36.2K,8,$0.0B,4,79,"5,228,172",3,939
Malta,7/1/04 0:00,Europe,European Union,3,$5.64B,$14.1K,8,$0.0B,5,79,"401,268",2,940
Spain,7/1/04 0:00,Europe,European Union,,"$1,044.61B",$24.5K,8,$0.0B,,80,"42,691,689",,941
Denmark,7/1/04 0:00,Europe,European Union,,$244.73B,$45.3K,9,$0.0B,,77,"5,404,523",,942
Greece,7/1/04 0:00,Europe,European Union,2,$227.95B,$20.6K,9,$0.0B,,79,"11,061,701",,943
Sweden,7/1/04 0:00,Europe,European Union,1,$362.09B,$40.3K,9,$0.0B,4,80,"8,993,531",3,944
Italy,7/1/04 0:00,Europe,European Union,,"$1,735.52B",$29.8K,9,$0.0B,6,81,"58,175,310",,945
Portugal,7/1/04 0:00,Europe,European Union,,$185.40B,$17.7K,10,$0.0B,,78,"10,501,970",,946
Austria,7/1/04 0:00,Europe,European Union,,$291.43B,$35.7K,10,$0.0B,,79,"8,171,966",,947
Netherlands,7/1/04 0:00,Europe,European Union,2,$609.89B,$37.5K,10,$0.0B,3,79,"16,281,779",1,948
Germany,7/1/04 0:00,Europe,European Union,,"$2,726.34B",$33.0K,11,$0.0B,,79,"82,516,260",,949
Belgium,7/1/04 0:00,Europe,European Union,,$361.68B,$34.7K,11,$0.0B,7,79,"10,421,137",,950
France,7/1/04 0:00,Europe,European Union,2,"$2,055.68B",$32.8K,11,$0.0B,7,80,"62,701,871",5,951
Isle of Man,7/1/04 0:00,Europe,Independent,,$2.76B,$34.7K,,,,,"79,410",,952
Liechtenstein,7/1/04 0:00,Europe,Independent,,$3.45B,$100.5K,,,,,"34,365",,953
Kosovo,7/1/04 0:00,Europe,Independent,3,$3.64B,$2.1K,,,15,68,"1,704,622",12,954
Faeroe Islands,7/1/04 0:00,Europe,Independent,,$1.68B,$35.1K,,,,79,"47,915",,955
Monaco,7/1/04 0:00,Europe,Independent,,$4.11B,$116.5K,4,$0.0B,,,"35,282",,956
Russian Federation,7/1/04 0:00,Europe,Independent,4,$591.02B,$4.1K,5,$0.0B,11,65,"143,849,574",7,957
Turkey,7/1/04 0:00,Europe,Independent,24,$392.17B,$5.8K,5,$0.0B,,72,"67,235,927",,958
Andorra,7/1/04 0:00,Europe,Independent,,$2.32B,$30.8K,7,$0.0B,,,"75,292",,959
Ukraine,7/1/04 0:00,Europe,Independent,8,$64.88B,$1.4K,7,$0.0B,17,68,"47,451,600",9,960
Belarus,7/1/04 0:00,Europe,Independent,13,$23.14B,$2.4K,7,$0.0B,17,69,"9,824,469",4,961
Croatia,7/1/04 0:00,Europe,Independent,2,$41.00B,$9.2K,7,$0.0B,12,76,"4,439,000",10,962
Albania,7/1/04 0:00,Europe,Independent,7,$7.46B,$2.4K,7,$0.0B,12,76,"3,124,861",5,963
Moldova,7/1/04 0:00,Europe,Independent,15,$2.60B,$0.7K,8,$0.0B,21,68,"3,603,934",6,964
San Marino,7/1/04 0:00,Europe,Independent,1,$1.32B,$44.3K,8,$0.0B,7,82,"29,722",6,965
Serbia,7/1/04 0:00,Europe,Independent,4,$23.65B,$3.2K,9,$0.0B,16,73,"7,463,157",12,966
Montenegro,7/1/04 0:00,Europe,Independent,5,$2.07B,$3.3K,9,$0.0B,,74,"626,912",,967
"Macedonia, FYR",7/1/04 0:00,Europe,Independent,7,$5.51B,$2.7K,9,$0.0B,12,74,"2,033,039",5,968
Bosnia and Herzegovina,7/1/04 0:00,Europe,Independent,4,$10.02B,$2.7K,9,$0.0B,10,75,"3,781,358",6,969
Norway,7/1/04 0:00,Europe,Independent,1,$260.03B,$56.6K,10,$0.0B,4,80,"4,591,910",3,970
Iceland,7/1/04 0:00,Europe,Independent,5,$13.25B,$45.4K,10,$0.0B,12,81,"292,074",7,971
Switzerland,7/1/04 0:00,Europe,Independent,0,$362.99B,$49.1K,11,$0.0B,3,81,"7,389,625",3,972
Oman,7/1/04 0:00,Middle East,,2,$24.67B,$10.4K,3,$0.0B,8,74,"2,378,336",6,973
Kuwait,7/1/04 0:00,Middle East,,3,$59.44B,$27.1K,3,$0.0B,6,74,"2,189,485",3,974
United Arab Emirates,7/1/04 0:00,Middle East,,,$147.82B,$40.4K,3,$0.0B,,75,"3,658,042",,975
Saudi Arabia,7/1/04 0:00,Middle East,,,$250.34B,$10.8K,4,$0.0B,,72,"23,213,767",,976
Bahrain,7/1/04 0:00,Middle East,,2,$11.24B,$16.7K,4,$0.0B,8,74,"671,760",6,977
Syrian Arab Republic,7/1/04 0:00,Middle East,,6,$25.09B,$1.4K,4,$0.0B,8,75,"18,004,797",2,978
Qatar,7/1/04 0:00,Middle East,,3,$31.68B,$44.3K,4,$0.0B,7,77,"715,146",4,979
"Yemen, Rep.",7/1/04 0:00,Middle East,,13,$13.87B,$0.7K,5,$0.0B,19,62,"20,026,117",6,980
Iraq,7/1/04 0:00,Middle East,,8,$25.76B,$1.0K,5,$0.0B,13,69,"26,907,763",5,981
"Iran, Islamic Rep.",7/1/04 0:00,Middle East,,12,$163.23B,$2.4K,5,$0.0B,17,71,"68,893,323",5,982
Lebanon,7/1/04 0:00,Middle East,,7,$21.79B,$5.5K,8,$0.0B,11,71,"3,998,042",4,983
Israel,7/1/04 0:00,Middle East,,4,$126.57B,$18.6K,8,$0.0B,7,80,"6,809,000",3,984
Jordan,7/1/04 0:00,Middle East,,2,$11.41B,$2.2K,9,$0.0B,8,73,"5,290,000",6,985
American Samoa,7/1/04 0:00,Oceania,,,,,,,,,"61,871",,986
French Polynesia,7/1/04 0:00,Oceania,,,,,,,,74,"251,622",,987
Guam,7/1/04 0:00,Oceania,,,,,,,,75,"165,918",,988
New Caledonia,7/1/04 0:00,Oceania,,,,,,,,76,"230,068",,989
Papua New Guinea,7/1/04 0:00,Oceania,,2,$3.93B,$0.7K,4,$0.0B,13,60,"5,948,135",11,990
Solomon Islands,7/1/04 0:00,Oceania,,1,$0.38B,$0.8K,4,$0.0B,14,65,"456,919",13,991
Fiji,7/1/04 0:00,Oceania,,2,$2.73B,$3.3K,4,$0.0B,7,68,"819,102",5,992
Vanuatu,7/1/04 0:00,Oceania,,2,$0.36B,$1.8K,4,$0.0B,8,69,"205,561",6,993
Samoa,7/1/04 0:00,Oceania,,4,$0.37B,$2.1K,5,$0.0B,11,71,"179,699",7,994
Tonga,7/1/04 0:00,Oceania,,6,$0.24B,$2.4K,5,$0.0B,12,71,"100,286",6,995
New Zealand,7/1/04 0:00,Oceania,,6,$102.21B,$25.0K,8,$0.0B,7,80,"4,087,500",1,996
